ASSESSMENT_UNIT_ID,USE_NAME,USE_AGENCY_CODE,USE_TREND,USE_THREATENED,USE_ASMT_BASIS,USE_MONITORING_START,USE_MONITORING_END,USE_ASMT_DATE,USE_ASSESSOR_NAME,USE_COMMENT,USE_STATE_IR_CAT,USE_ORG_QUALIFIER_FLAG
AK_M_1030106_002,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_002,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_002,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_002,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_002,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_002,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_002,MARINE / WATER SUPPLY,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030106_003,MARINE / WATER SUPPLY,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030107_025,MARINE / WATER SUPPLY,S,,,,2020-07-02,2022-06-07,,,,,
AK_M_1030108_001,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-17,2022-05-19,,,,,
AK_M_1030108_001,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-17,2022-05-19,,,,,
AK_M_1030108_001,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-17,2022-05-19,,,,,
AK_M_1030108_001,MARINE / WATER SUPPLY,S,,,,2020-09-17,2022-05-19,,,,,
AK_M_1030305_003,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030305_003,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030305_003,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030305_003,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030305_003,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030305_003,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030305_003,MARINE / WATER SUPPLY,S,,,,2020-06-29,2022-05-17,,,,,
AK_M_1030308_005,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_005,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_005,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_005,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_005,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_005,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_005,MARINE / WATER SUPPLY,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1030308_007,MARINE / WATER SUPPLY,S,,,,2020-06-27,2022-05-26,,,,,
AK_M_1050001_001,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-18,2022-05-16,,,,,
AK_M_1050001_001,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-18,2022-05-16,,,,,
AK_M_1050001_001,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-18,2022-05-16,,,,,
AK_M_1050001_001,MARINE / WATER SUPPLY,S,,,,2020-09-18,2022-05-16,,,,,
AK_M_1050004_001,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-17,2022-05-18,,,,,
AK_M_1050004_001,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-17,2022-05-18,,,,,
AK_M_1050004_001,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-17,2022-05-18,,,,,
AK_M_1050004_001,MARINE / WATER SUPPLY,S,,,,2020-09-17,2022-05-18,,,,,
AK_M_1050006_003,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-17,2022-05-13,,,,,
AK_M_1050006_003,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-17,2022-05-13,,,,,
AK_M_1050006_003,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-17,2022-05-13,,,,,
AK_M_1050006_003,MARINE / WATER SUPPLY,S,,,,2020-09-17,2022-05-13,,,,,
AK_M_1050007_001,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-18,2022-05-18,,,,,
AK_M_1050007_001,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-18,2022-05-18,,,,,
AK_M_1050007_001,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-18,2022-05-18,,,,,
AK_M_1050007_001,MARINE / WATER SUPPLY,S,,,,2020-09-18,2022-05-18,,,,,
AK_M_1050008_001,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-19,2022-05-17,,,,,
AK_M_1050008_001,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-19,2022-05-17,,,,,
AK_M_1050008_001,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-19,2022-05-17,,,,,
AK_M_1050008_001,MARINE / WATER SUPPLY,S,,,,2020-09-19,2022-05-17,,,,,
AK_M_1050009_001,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-19,2022-05-06,,,,,
AK_M_1050009_001,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-19,2022-05-06,,,,,
AK_M_1050009_001,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-19,2022-05-06,,,,,
AK_M_1050009_001,MARINE / WATER SUPPLY,S,,,,2020-09-19,2022-05-06,,,,,
AK_M_2020111_005,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_005,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_005,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_005,MARINE / WATER SUPPLY,S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_011,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_011,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_011,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020111_011,MARINE / WATER SUPPLY,S,,,,2020-07-31,2022-08-08,,,,,
AK_M_2020120_011,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2020120_011,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2020120_011,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2020120_011,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2020120_011,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2020120_011,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2020120_011,MARINE / WATER SUPPLY,S,,,,2020-06-12,2022-07-06,,,,,
AK_M_2030108_006,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2030108_006,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2030108_006,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2030108_006,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2030108_006,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2030108_006,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2030108_006,MARINE / WATER SUPPLY,S,,,,2020-07-23,2022-07-27,,,,,
AK_M_2040108_006,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2040108_006,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2040108_006,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2040108_006,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2040108_006,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2040108_006,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2040108_006,MARINE / WATER SUPPLY,S,,,,2020-07-06,2022-07-08,,,,,
AK_M_2070114_018,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-08-05,2020-08-25,,,,,
AK_M_2070114_018,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-08-05,2020-08-25,,,,,
AK_M_2070114_018,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-08-05,2020-08-25,,,,,
AK_M_2070114_018,MARINE / WATER SUPPLY,S,,,,2020-08-05,2020-08-25,,,,,
AK_M_2070115_007,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-08-05,2022-07-12,,,,,
AK_M_2070115_007,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-08-05,2022-07-12,,,,,
AK_M_2070115_007,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-08-05,2022-07-12,,,,,
AK_M_2070115_007,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-08-05,2022-07-12,,,,,
AK_M_2070115_007,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-08-05,2022-07-12,,,,,
AK_M_2070115_007,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-08-05,2022-07-12,,,,,
AK_M_2070115_007,MARINE / WATER SUPPLY,S,,,,2020-08-05,2022-07-12,,,,,
AK_M_3010208_005,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_005,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_005,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_005,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_005,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_005,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_005,MARINE / WATER SUPPLY,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_008,MARINE / WATER SUPPLY,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,"MARINE / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,MARINE / WATER RECREATION / CONTACT RECREATION,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,MARINE / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,MARINE / WATER SUPPLY / AQUACULTURE,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,MARINE / WATER SUPPLY / INDUSTRIAL,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,MARINE / WATER SUPPLY / SEAFOOD PROCESSING,S,,,,2020-09-26,2022-06-28,,,,,
AK_M_3010208_009,MARINE / WATER SUPPLY,S,,,,2020-09-26,2022-06-28,,,,,
AK_R_1010504_005,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER / WATER SUPPLY,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010504_005,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2017-12-07,2023-07-27,,,,,
AK_R_1010601_009,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER / WATER SUPPLY,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1010601_009,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-03-14,2023-06-22,,,,,
AK_R_1020709_011,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER / WATER SUPPLY,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1020709_011,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2019-05-15,2023-08-16,,,,,
AK_R_1030106_014,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER / WATER SUPPLY,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030106_014,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2019-05-30,2020-10-27,,,,,
AK_R_1030407_006,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER / WATER SUPPLY,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1030407_006,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2019-05-01,2023-08-23,,,,,
AK_R_1040422_001,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER / WATER SUPPLY,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2019-05-22,2023-09-19,,,,,
AK_R_1040422_001,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2019-05-22,2023-09-19,,,,,
AK_R_2030207_012,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_012,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_012,FRESHWATER / WATER SUPPLY,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_012,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_012,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_018,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_018,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_018,FRESHWATER / WATER SUPPLY,S,,,,2020-05-22,2021-05-24,,,,,
