ASSESSMENT_UNIT_ID,USE_NAME,USE_AGENCY_CODE,USE_TREND,USE_THREATENED,USE_ASMT_BASIS,USE_MONITORING_START,USE_MONITORING_END,USE_ASMT_DATE,USE_ASSESSOR_NAME,USE_COMMENT,USE_STATE_IR_CAT,USE_ORG_QUALIFIER_FLAG
AK_R_2030207_018,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030207_018,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2030214_007,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,FRESHWATER / WATER SUPPLY,S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030214_007,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2021-05-19,2022-11-03,,,,,
AK_R_2030218_002_001,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,FRESHWATER / WATER SUPPLY,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_001,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,FRESHWATER / WATER SUPPLY,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_002_002,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2021-05-18,2022-11-03,,,,,
AK_R_2030218_006,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2021-05-18,2021-08-30,,,,,
AK_R_2030218_006,FRESHWATER,S,,,,2021-05-18,2021-08-30,,,,,
AK_R_2030218_006,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2021-05-18,2021-08-30,,,,,
AK_R_2030218_006,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2021-05-18,2021-08-30,,,,,
AK_R_2030218_006,FRESHWATER / WATER SUPPLY,S,,,,2021-05-18,2021-08-30,,,,,
AK_R_2030218_006,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2021-05-18,2021-08-30,,,,,
AK_R_2030218_007,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER / WATER SUPPLY,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2030218_007,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-06-02,2022-09-13,,,,,
AK_R_2040102_002,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040102_002,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040102_002,FRESHWATER / WATER SUPPLY,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040102_002,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040102_002,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040103_003_004,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040103_003_004,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040103_003_004,FRESHWATER / WATER SUPPLY,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040103_003_004,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040103_003_004,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040104_002_001,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,FRESHWATER / WATER SUPPLY,S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_001,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-06-10,2021-09-16,,,,,
AK_R_2040104_002_002,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,FRESHWATER / WATER SUPPLY,S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040104_002_002,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-06-04,2021-09-16,,,,,
AK_R_2040106_001,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER / WATER SUPPLY,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_001,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-05-19,2022-09-30,,,,,
AK_R_2040106_004,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,FRESHWATER / WATER SUPPLY,S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_004,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-05-21,2021-09-16,,,,,
AK_R_2040106_005,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-20,2021-05-25,,,,,
AK_R_2040106_005,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-20,2021-05-25,,,,,
AK_R_2040106_005,FRESHWATER / WATER SUPPLY,S,,,,2020-05-20,2021-05-25,,,,,
AK_R_2040106_005,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-20,2021-05-25,,,,,
AK_R_2040106_005,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-20,2021-05-25,,,,,
AK_R_2040107_002,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_002,FRESHWATER / WATER SUPPLY,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_002,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_002,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_003_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_003_001,FRESHWATER / WATER SUPPLY,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_003_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_003_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-20,2021-05-24,,,,,
AK_R_2040107_004,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_004,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_004,FRESHWATER / WATER SUPPLY,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_004,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_004,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_005,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_005,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_005,FRESHWATER / WATER SUPPLY,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_005,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_005,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_007,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_007,FRESHWATER / WATER SUPPLY,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_007,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040107_007,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-22,2021-05-24,,,,,
AK_R_2040108_003,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER / WATER SUPPLY,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_003,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-05-18,2022-09-30,,,,,
AK_R_2040108_009,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040108_009,FRESHWATER / WATER SUPPLY,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040108_009,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040108_009,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-18,2021-05-25,,,,,
AK_R_2040108_022,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER / WATER SUPPLY,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2040108_022,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2021-06-02,2022-09-29,,,,,
AK_R_2050512_016_003,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2019-08-09,2022-09-09,,,,,
AK_R_2050512_016_003,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2019-08-09,2022-09-09,,,,,
AK_R_2050512_016_003,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2019-08-09,2022-09-09,,,,,
AK_R_2050512_016_003,FRESHWATER / WATER SUPPLY,S,,,,2019-08-09,2022-09-09,,,,,
AK_R_2050512_016_003,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2019-08-09,2022-09-09,,,,,
AK_R_2050512_016_005,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,FRESHWATER / WATER SUPPLY,S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_005,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-05-27,2022-08-15,,,,,
AK_R_2050512_016_009,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,FRESHWATER / WATER SUPPLY,S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-05-27,2021-09-20,,,,,
AK_R_2050512_016_009,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-05-27,2021-09-20,,,,,
AK_R_8030606_001,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER / WATER SUPPLY,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030606_001,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-06-16,2022-09-15,,,,,
AK_R_8030609_003,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,"FRESHWATER / WATER SUPPLY / DRINKING, CULINARY, AND FOOD PROCESSING",S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER / WATER SUPPLY,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,FRESHWATER STREAMS AND RIVERS / WATER SUPPLY,S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_003,"FRESHWATER / WATER SUPPLY / AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",S,,,,2020-06-02,2022-09-15,,,,,
AK_R_8030609_004_001,"FRESHWATER / GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",S,,,,2018-06-13,2021-08-19,,,,,
AK_R_8030609_004_001,FRESHWATER / WATER RECREATION / CONTACT RECREATION,S,,,,2018-06-13,2021-08-19,,,,,
AK_R_8030609_004_001,FRESHWATER / WATER RECREATION / SECONDARY RECREATION,S,,,,2018-06-13,2021-08-19,,,,,
AK_R_8030609_004_001,FRESHWATER / WATER SUPPLY,S,,,,2018-06-13,2021-08-19,,,,,
AK_R_8030609_004_001,FRESHWATER / WATER SUPPLY / AQUACULTURE,S,,,,2018-06-13,2021-08-19,,,,,
AK_R_8030609_004_001,FRESHWATER / WATER SUPPLY / INDUSTRIAL,S,,,,2018-06-13,2021-08-19,,,,,
